"congress","name","term_start","age","birth_year","suffix","incumbent","state","has_suffix"
109,"Elizabeth H. Dole",1936,68.4,1936,NA,TRUE,"NC",0
110,"Elizabeth H. Dole",1936,70.4,1936,NA,TRUE,"NC",0
113,"Elizabeth Warren",1949,63.5,1949,NA,FALSE,"MA",0
80,"Elmer Thomas",1876,70.3,1876,NA,TRUE,"OK",0
81,"Elmer Thomas",1876,72.3,1876,NA,TRUE,"OK",0
89,"Ernest F. Hollings",1922,43,1922,NA,FALSE,"SC",0
90,"Ernest F. Hollings",1922,45,1922,NA,TRUE,"SC",0
91,"Ernest F. Hollings",1922,47,1922,NA,TRUE,"SC",0
92,"Ernest F. Hollings",1922,49.1,1922,NA,TRUE,"SC",0
93,"Ernest F. Hollings",1922,51,1922,NA,TRUE,"SC",0
94,"Ernest F. Hollings",1922,53,1922,NA,TRUE,"SC",0
95,"Ernest F. Hollings",1922,55,1922,NA,TRUE,"SC",0
96,"Ernest F. Hollings",1922,57,1922,NA,TRUE,"SC",0
97,"Ernest F. Hollings",1922,59,1922,NA,TRUE,"SC",0
98,"Ernest F. Hollings",1922,61,1922,NA,TRUE,"SC",0
99,"Ernest F. Hollings",1922,63,1922,NA,TRUE,"SC",0
100,"Ernest F. Hollings",1922,65,1922,NA,TRUE,"SC",0
101,"Ernest F. Hollings",1922,67,1922,NA,TRUE,"SC",0
102,"Ernest F. Hollings",1922,69,1922,NA,TRUE,"SC",0
103,"Ernest F. Hollings",1922,71,1922,NA,TRUE,"SC",0
104,"Ernest F. Hollings",1922,73,1922,NA,TRUE,"SC",0
105,"Ernest F. Hollings",1922,75,1922,NA,TRUE,"SC",0
106,"Ernest F. Hollings",1922,77,1922,NA,TRUE,"SC",0
107,"Ernest F. Hollings",1922,79,1922,NA,TRUE,"SC",0
108,"Ernest F. Hollings",1922,81,1922,NA,TRUE,"SC",0
86,"Ernest Gruening",1887,71.9,1887,NA,FALSE,"AK",0
87,"Ernest Gruening",1887,73.9,1887,NA,TRUE,"AK",0
88,"Ernest Gruening",1887,75.9,1887,NA,TRUE,"AK",0
89,"Ernest Gruening",1887,77.9,1887,NA,TRUE,"AK",0
90,"Ernest Gruening",1887,79.9,1887,NA,TRUE,"AK",0
83,"Ernest S. Brown",1903,49.3,1903,NA,FALSE,"NV",0
80,"Ernest William McFarland",1894,52.2,1894,NA,TRUE,"AZ",0
81,"Ernest William McFarland",1894,54.2,1894,NA,TRUE,"AZ",0
82,"Ernest William McFarland",1894,56.2,1894,NA,TRUE,"AZ",0
98,"Eugene A. Chappie",1920,62.8,1920,NA,TRUE,"WA",0
99,"Eugene A. Chappie",1920,64.8,1920,NA,TRUE,"WA",0
80,"Eugene Donald Millikin",1891,55.9,1891,NA,TRUE,"CO",0
81,"Eugene Donald Millikin",1891,57.9,1891,NA,TRUE,"CO",0
82,"Eugene Donald Millikin",1891,59.9,1891,NA,TRUE,"CO",0
83,"Eugene Donald Millikin",1891,61.9,1891,NA,TRUE,"CO",0
84,"Eugene Donald Millikin",1891,63.9,1891,NA,TRUE,"CO",0
86,"Eugene Joseph McCarthy",1916,42.8,1916,NA,TRUE,"MN",0
87,"Eugene Joseph McCarthy",1916,44.8,1916,NA,TRUE,"MN",0
88,"Eugene Joseph McCarthy",1916,46.8,1916,NA,TRUE,"MN",0
89,"Eugene Joseph McCarthy",1916,48.8,1916,NA,TRUE,"MN",0
90,"Eugene Joseph McCarthy",1916,50.8,1916,NA,TRUE,"MN",0
91,"Eugene Joseph McCarthy",1916,52.8,1916,NA,TRUE,"MN",0
83,"Eva Kelly Bowring",1892,61,1892,NA,FALSE,"NE",0
106,"Evan Bayh",1955,43,1955,NA,FALSE,"IN",0
107,"Evan Bayh",1955,45,1955,NA,TRUE,"IN",0
108,"Evan Bayh",1955,47,1955,NA,TRUE,"IN",0
109,"Evan Bayh",1955,49,1955,NA,TRUE,"IN",0
110,"Evan Bayh",1955,51,1955,NA,TRUE,"IN",0
111,"Evan Bayh",1955,53,1955,NA,TRUE,"IN",0
82,"Everett McKinley Dirksen",1896,55,1896,NA,FALSE,"IL",0
83,"Everett McKinley Dirksen",1896,57,1896,NA,TRUE,"IL",0
84,"Everett McKinley Dirksen",1896,59,1896,NA,TRUE,"IL",0
85,"Everett McKinley Dirksen",1896,61,1896,NA,TRUE,"IL",0
86,"Everett McKinley Dirksen",1896,63,1896,NA,TRUE,"IL",0
87,"Everett McKinley Dirksen",1896,65,1896,NA,TRUE,"IL",0
88,"Everett McKinley Dirksen",1896,67,1896,NA,TRUE,"IL",0
89,"Everett McKinley Dirksen",1896,69,1896,NA,TRUE,"IL",0
90,"Everett McKinley Dirksen",1896,71,1896,NA,TRUE,"IL",0
91,"Everett McKinley Dirksen",1896,73,1896,NA,TRUE,"IL",0
93,"Floyd Kirk Haskell",1916,56.9,1916,NA,FALSE,"CO",0
94,"Floyd Kirk Haskell",1916,58.9,1916,NA,TRUE,"CO",0
95,"Floyd Kirk Haskell",1916,60.9,1916,NA,TRUE,"CO",0
80,"Forrest C. Donnell",1884,62.4,1884,NA,TRUE,"MO",0
81,"Forrest C. Donnell",1884,64.4,1884,NA,TRUE,"MO",0
82,"Francis Higbee Case",1896,54.1,1896,NA,TRUE,"SD",0
83,"Francis Higbee Case",1896,56.1,1896,NA,TRUE,"SD",0
84,"Francis Higbee Case",1896,58.1,1896,NA,TRUE,"SD",0
85,"Francis Higbee Case",1896,60.1,1896,NA,TRUE,"SD",0
86,"Francis Higbee Case",1896,62.1,1896,NA,TRUE,"SD",0
87,"Francis Higbee Case",1896,64.1,1896,NA,TRUE,"SD",0
80,"Francis John Myers",1901,45,1901,NA,TRUE,"PA",0
81,"Francis John Myers",1901,47,1901,NA,TRUE,"PA",0
83,"Frank Aloysius Barrett",1892,60.1,1892,NA,FALSE,"WY",0
84,"Frank Aloysius Barrett",1892,62.1,1892,NA,TRUE,"WY",0
85,"Frank Aloysius Barrett",1892,64.1,1892,NA,TRUE,"WY",0
81,"Frank Carlson",1893,55.9,1893,NA,FALSE,"KS",0
82,"Frank Carlson",1893,57.9,1893,NA,TRUE,"KS",0
83,"Frank Carlson",1893,59.9,1893,NA,TRUE,"KS",0
84,"Frank Carlson",1893,61.9,1893,NA,TRUE,"KS",0
85,"Frank Carlson",1893,63.9,1893,NA,TRUE,"KS",0
86,"Frank Carlson",1893,66,1893,NA,TRUE,"KS",0
87,"Frank Carlson",1893,67.9,1893,NA,TRUE,"KS",0
88,"Frank Carlson",1893,70,1893,NA,TRUE,"KS",0
89,"Frank Carlson",1893,71.9,1893,NA,TRUE,"KS",0
90,"Frank Carlson",1893,74,1893,NA,TRUE,"KS",0
86,"Frank Edward Moss",1911,47.3,1911,NA,FALSE,"UT",0
87,"Frank Edward Moss",1911,49.3,1911,NA,TRUE,"UT",0
88,"Frank Edward Moss",1911,51.3,1911,NA,TRUE,"UT",0
89,"Frank Edward Moss",1911,53.3,1911,NA,TRUE,"UT",0
90,"Frank Edward Moss",1911,55.3,1911,NA,TRUE,"UT",0
91,"Frank Edward Moss",1911,57.3,1911,NA,TRUE,"UT",0
92,"Frank Edward Moss",1911,59.3,1911,NA,TRUE,"UT",0
93,"Frank Edward Moss",1911,61.3,1911,NA,TRUE,"UT",0
94,"Frank Edward Moss",1911,63.3,1911,NA,TRUE,"UT",0
85,"Frank Forrester Church",1924,32.4,1924,NA,FALSE,"ID",0
86,"Frank Forrester Church",1924,34.5,1924,NA,TRUE,"ID",0
87,"Frank Forrester Church",1924,36.4,1924,NA,TRUE,"ID",0
88,"Frank Forrester Church",1924,38.5,1924,NA,TRUE,"ID",0
89,"Frank Forrester Church",1924,40.4,1924,NA,TRUE,"ID",0
90,"Frank Forrester Church",1924,42.5,1924,NA,TRUE,"ID",0
91,"Frank Forrester Church",1924,44.4,1924,NA,TRUE,"ID",0
92,"Frank Forrester Church",1924,46.5,1924,NA,TRUE,"ID",0
93,"Frank Forrester Church",1924,48.4,1924,NA,TRUE,"ID",0
94,"Frank Forrester Church",1924,50.5,1924,NA,TRUE,"ID",0
95,"Frank Forrester Church",1924,52.4,1924,NA,TRUE,"ID",0
96,"Frank Forrester Church",1924,54.5,1924,NA,TRUE,"ID",0
97,"Frank H. Murkowski",1933,47.8,1933,NA,FALSE,"AK",0
98,"Frank H. Murkowski",1933,49.8,1933,NA,TRUE,"AK",0
99,"Frank H. Murkowski",1933,51.8,1933,NA,TRUE,"AK",0
100,"Frank H. Murkowski",1933,53.8,1933,NA,TRUE,"AK",0
101,"Frank H. Murkowski",1933,55.8,1933,NA,TRUE,"AK",0
102,"Frank H. Murkowski",1933,57.8,1933,NA,TRUE,"AK",0
103,"Frank H. Murkowski",1933,59.8,1933,NA,TRUE,"AK",0
104,"Frank H. Murkowski",1933,61.8,1933,NA,TRUE,"AK",0
105,"Frank H. Murkowski",1933,63.8,1933,NA,TRUE,"AK",0
106,"Frank H. Murkowski",1933,65.8,1933,NA,TRUE,"AK",0
107,"Frank H. Murkowski",1933,67.8,1933,NA,TRUE,"AK",0
85,"Frank John Lausche",1895,61.1,1895,NA,FALSE,"OH",0
86,"Frank John Lausche",1895,63.1,1895,NA,TRUE,"OH",0
87,"Frank John Lausche",1895,65.1,1895,NA,TRUE,"OH",0
88,"Frank John Lausche",1895,67.2,1895,NA,TRUE,"OH",0
89,"Frank John Lausche",1895,69.1,1895,NA,TRUE,"OH",0
90,"Frank John Lausche",1895,71.2,1895,NA,TRUE,"OH",0
81,"Frank Porter Graham",1886,62.2,1886,NA,FALSE,"NC",0
98,"Frank R. Lautenberg",1924,58.9,1924,NA,FALSE,"NJ",0
99,"Frank R. Lautenberg",1924,60.9,1924,NA,TRUE,"NJ",0
100,"Frank R. Lautenberg",1924,63,1924,NA,TRUE,"NJ",0
101,"Frank R. Lautenberg",1924,64.9,1924,NA,TRUE,"NJ",0
102,"Frank R. Lautenberg",1924,66.9,1924,NA,TRUE,"NJ",0
103,"Frank R. Lautenberg",1924,69,1924,NA,TRUE,"NJ",0
104,"Frank R. Lautenberg",1924,70.9,1924,NA,TRUE,"NJ",0
105,"Frank R. Lautenberg",1924,73,1924,NA,TRUE,"NJ",0
106,"Frank R. Lautenberg",1924,75,1924,NA,TRUE,"NJ",0
108,"Frank R. Lautenberg",1924,79,1924,NA,FALSE,"NJ",0
109,"Frank R. Lautenberg",1924,81,1924,NA,TRUE,"NJ",0
110,"Frank R. Lautenberg",1924,82.9,1924,NA,TRUE,"NJ",0
111,"Frank R. Lautenberg",1924,85,1924,NA,TRUE,"NJ",0
112,"Frank R. Lautenberg",1924,87,1924,NA,TRUE,"NJ",0
113,"Frank R. Lautenberg",1920,93,1920,NA,TRUE,"NJ",0
88,"Fred Roy Harris",1930,32.2,1930,NA,FALSE,"OK",0
89,"Fred Roy Harris",1930,34.1,1930,NA,TRUE,"OK",0
90,"Fred Roy Harris",1930,36.2,1930,NA,TRUE,"OK",0
91,"Fred Roy Harris",1930,38.1,1930,NA,TRUE,"OK",0
92,"Fred Roy Harris",1930,40.2,1930,NA,TRUE,"OK",0
103,"Fred Thompson",1942,50.4,1942,NA,FALSE,"TN",0
104,"Fred Thompson",1942,52.4,1942,NA,TRUE,"TN",0
105,"Fred Thompson",1942,54.4,1942,NA,TRUE,"TN",0
106,"Fred Thompson",1942,56.4,1942,NA,TRUE,"TN",0
107,"Fred Thompson",1942,58.4,1942,NA,TRUE,"TN",0
82,"Frederick Andrew Seaton",1909,41.1,1909,NA,FALSE,"NE",0
83,"Frederick George Payne",1904,48.4,1904,NA,FALSE,"ME",0
84,"Frederick George Payne",1904,50.5,1904,NA,TRUE,"ME",0
85,"Frederick George Payne",1904,52.4,1904,NA,TRUE,"ME",0
86,"Gale William McGee",1915,43.8,1915,NA,FALSE,"WY",0
87,"Gale William McGee",1915,45.8,1915,NA,TRUE,"WY",0
88,"Gale William McGee",1915,47.8,1915,NA,TRUE,"WY",0
89,"Gale William McGee",1915,49.8,1915,NA,TRUE,"WY",0
90,"Gale William McGee",1915,51.8,1915,NA,TRUE,"WY",0
91,"Gale William McGee",1915,53.8,1915,NA,TRUE,"WY",0
92,"Gale William McGee",1915,55.8,1915,NA,TRUE,"WY",0
93,"Gale William McGee",1915,57.8,1915,NA,TRUE,"WY",0
94,"Gale William McGee",1915,59.8,1915,NA,TRUE,"WY",0
81,"Garrett Lee Withers",1884,64.5,1884,NA,FALSE,"KY",0
94,"Gary Warren Hart",1936,38.1,1936,NA,FALSE,"CO",0
95,"Gary Warren Hart",1936,40.1,1936,NA,TRUE,"CO",0
96,"Gary Warren Hart",1936,42.1,1936,NA,TRUE,"CO",0
97,"Gary Warren Hart",1936,44.1,1936,NA,TRUE,"CO",0
98,"Gary Warren Hart",1936,46.1,1936,NA,TRUE,"CO",0
99,"Gary Warren Hart",1936,48.1,1936,NA,TRUE,"CO",0
88,"Gaylord Anton Nelson",1916,46.6,1916,NA,FALSE,"WI",0
89,"Gaylord Anton Nelson",1916,48.6,1916,NA,TRUE,"WI",0
90,"Gaylord Anton Nelson",1916,50.6,1916,NA,TRUE,"WI",0
91,"Gaylord Anton Nelson",1916,52.6,1916,NA,TRUE,"WI",0
92,"Gaylord Anton Nelson",1916,54.6,1916,NA,TRUE,"WI",0
93,"Gaylord Anton Nelson",1916,56.6,1916,NA,TRUE,"WI",0
94,"Gaylord Anton Nelson",1916,58.6,1916,NA,TRUE,"WI",0
95,"Gaylord Anton Nelson",1916,60.6,1916,NA,TRUE,"WI",0
96,"Gaylord Anton Nelson",1916,62.6,1916,NA,TRUE,"WI",0
80,"George Allison Wilson",1884,62.8,1884,NA,TRUE,"IA",0
82,"George Armistead Smathers",1913,37.1,1913,NA,TRUE,"FL",0
83,"George Armistead Smathers",1913,39.1,1913,NA,TRUE,"FL",0
84,"George Armistead Smathers",1913,41.1,1913,NA,TRUE,"FL",0
85,"George Armistead Smathers",1913,43.1,1913,NA,TRUE,"FL",0
86,"George Armistead Smathers",1913,45.1,1913,NA,TRUE,"FL",0
87,"George Armistead Smathers",1913,47.1,1913,NA,TRUE,"FL",0
88,"George Armistead Smathers",1913,49.2,1913,NA,TRUE,"FL",0
89,"George Armistead Smathers",1913,51.1,1913,NA,TRUE,"FL",0
90,"George Armistead Smathers",1913,53.2,1913,NA,TRUE,"FL",0
80,"George David Aiken",1892,54.4,1892,NA,TRUE,"VT",0
81,"George David Aiken",1892,56.4,1892,NA,TRUE,"VT",0
82,"George David Aiken",1892,58.4,1892,NA,TRUE,"VT",0
83,"George David Aiken",1892,60.4,1892,NA,TRUE,"VT",0
84,"George David Aiken",1892,62.4,1892,NA,TRUE,"VT",0
85,"George David Aiken",1892,64.4,1892,NA,TRUE,"VT",0
86,"George David Aiken",1892,66.4,1892,NA,TRUE,"VT",0
87,"George David Aiken",1892,68.4,1892,NA,TRUE,"VT",0
88,"George David Aiken",1892,70.4,1892,NA,TRUE,"VT",0
89,"George David Aiken",1892,72.4,1892,NA,TRUE,"VT",0
90,"George David Aiken",1892,74.4,1892,NA,TRUE,"VT",0
91,"George David Aiken",1892,76.4,1892,NA,TRUE,"VT",0
92,"George David Aiken",1892,78.4,1892,NA,TRUE,"VT",0
93,"George David Aiken",1892,80.4,1892,NA,TRUE,"VT",0
107,"George Felix Allen",1952,48.8,1952,NA,FALSE,"VA",0
108,"George Felix Allen",1952,50.8,1952,NA,TRUE,"VA",0
109,"George Felix Allen",1952,52.8,1952,NA,TRUE,"VA",0
102,"George Hanks Brown",1940,50.9,1940,NA,TRUE,"CO",0
103,"George Hanks Brown",1940,52.9,1940,NA,TRUE,"CO",0
104,"George Hanks Brown",1940,54.9,1940,NA,TRUE,"CO",0
83,"George Harrison Bender",1896,56.3,1896,NA,TRUE,"OH",0
84,"George Harrison Bender",1896,58.3,1896,NA,TRUE,"OH",0
96,"George John Mitchell",1933,45.4,1933,NA,FALSE,"ME",0
97,"George John Mitchell",1933,47.4,1933,NA,TRUE,"ME",0
98,"George John Mitchell",1933,49.4,1933,NA,TRUE,"ME",0
99,"George John Mitchell",1933,51.4,1933,NA,TRUE,"ME",0
100,"George John Mitchell",1933,53.4,1933,NA,TRUE,"ME",0
101,"George John Mitchell",1933,55.4,1933,NA,TRUE,"ME",0
102,"George John Mitchell",1933,57.4,1933,NA,TRUE,"ME",0
103,"George John Mitchell",1933,59.4,1933,NA,TRUE,"ME",0
88,"George Lloyd Murphy",1902,60.5,1902,NA,FALSE,"CA",0
89,"George Lloyd Murphy",1902,62.5,1902,NA,TRUE,"CA",0
90,"George Lloyd Murphy",1902,64.5,1902,NA,TRUE,"CA",0
91,"George Lloyd Murphy",1902,66.5,1902,NA,TRUE,"CA",0
111,"George S. LeMieux",1969,39.6,1969,NA,FALSE,"FL",0
88,"George Stanley McGovern",1922,40.5,1922,NA,FALSE,"SD",0
89,"George Stanley McGovern",1922,42.5,1922,NA,TRUE,"SD",0
90,"George Stanley McGovern",1922,44.5,1922,NA,TRUE,"SD",0
91,"George Stanley McGovern",1922,46.5,1922,NA,TRUE,"SD",0
92,"George Stanley McGovern",1922,48.5,1922,NA,TRUE,"SD",0
93,"George Stanley McGovern",1922,50.5,1922,NA,TRUE,"SD",0
94,"George Stanley McGovern",1922,52.5,1922,NA,TRUE,"SD",0
95,"George Stanley McGovern",1922,54.5,1922,NA,TRUE,"SD",0
96,"George Stanley McGovern",1922,56.5,1922,NA,TRUE,"SD",0
106,"George V. Voinovich",1936,62.5,1936,NA,FALSE,"OH",0
107,"George V. Voinovich",1936,64.5,1936,NA,TRUE,"OH",0
108,"George V. Voinovich",1936,66.5,1936,NA,TRUE,"OH",0
109,"George V. Voinovich",1936,68.5,1936,NA,TRUE,"OH",0
110,"George V. Voinovich",1936,70.5,1936,NA,TRUE,"OH",0
111,"George V. Voinovich",1936,72.5,1936,NA,TRUE,"OH",0
80,"George Wilson Malone",1890,56.4,1890,NA,FALSE,"NV",0
81,"George Wilson Malone",1890,58.4,1890,NA,TRUE,"NV",0
82,"George Wilson Malone",1890,60.4,1890,NA,TRUE,"NV",0
83,"George Wilson Malone",1890,62.4,1890,NA,TRUE,"NV",0
84,"George Wilson Malone",1890,64.4,1890,NA,TRUE,"NV",0
85,"George Wilson Malone",1890,66.4,1890,NA,TRUE,"NV",0
80,"Glen Hearst Taylor",1904,42.7,1904,NA,TRUE,"ID",0
81,"Glen Hearst Taylor",1904,44.7,1904,NA,TRUE,"ID",0
105,"Gordon Harold Smith",1952,44.6,1952,NA,FALSE,"OR",0
106,"Gordon Harold Smith",1952,46.6,1952,NA,TRUE,"OR",0
107,"Gordon Harold Smith",1952,48.6,1952,NA,TRUE,"OR",0
108,"Gordon Harold Smith",1952,50.6,1952,NA,TRUE,"OR",0
109,"Gordon Harold Smith",1952,52.6,1952,NA,TRUE,"OR",0
110,"Gordon Harold Smith",1952,54.6,1952,NA,TRUE,"OR",0
96,"Gordon John Humphrey",1940,38.3,1940,NA,FALSE,"NH",0
97,"Gordon John Humphrey",1940,40.2,1940,NA,TRUE,"NH",0
98,"Gordon John Humphrey",1940,42.2,1940,NA,TRUE,"NH",0
99,"Gordon John Humphrey",1940,44.2,1940,NA,TRUE,"NH",0
100,"Gordon John Humphrey",1940,46.2,1940,NA,TRUE,"NH",0
101,"Gordon John Humphrey",1940,48.2,1940,NA,TRUE,"NH",0
84,"Gordon Llewellyn Allott",1907,48,1907,NA,FALSE,"CO",0
85,"Gordon Llewellyn Allott",1907,50,1907,NA,TRUE,"CO",0
86,"Gordon Llewellyn Allott",1907,52,1907,NA,TRUE,"CO",0
87,"Gordon Llewellyn Allott",1907,54,1907,NA,TRUE,"CO",0
88,"Gordon Llewellyn Allott",1907,56,1907,NA,TRUE,"CO",0
89,"Gordon Llewellyn Allott",1907,58,1907,NA,TRUE,"CO",0
90,"Gordon Llewellyn Allott",1907,60,1907,NA,TRUE,"CO",0
91,"Gordon Llewellyn Allott",1907,62,1907,NA,TRUE,"CO",0
92,"Gordon Llewellyn Allott",1907,64.1,1907,NA,TRUE,"CO",0
80,"Guy Cordon",1890,56.7,1890,NA,TRUE,"OR",0
81,"Guy Cordon",1890,58.7,1890,NA,TRUE,"OR",0
82,"Guy Cordon",1890,60.7,1890,NA,TRUE,"OR",0
83,"Guy Cordon",1890,62.7,1890,NA,TRUE,"OR",0
81,"Guy Mark Gillette",1879,69.9,1879,NA,FALSE,"IA",0
82,"Guy Mark Gillette",1879,71.9,1879,NA,TRUE,"IA",0
83,"Guy Mark Gillette",1879,73.9,1879,NA,TRUE,"IA",0
86,"Hall Stoner Lusk",1883,75.3,1883,NA,FALSE,"OR",0
80,"Harlan John Bushfield",1882,64.4,1882,NA,TRUE,"SD",0
103,"Harlan Mathews",1927,66,1927,NA,FALSE,"TN",0
80,"Harley Martin Kilgore",1893,54,1893,NA,TRUE,"WV",0
81,"Harley Martin Kilgore",1893,56,1893,NA,TRUE,"WV",0
82,"Harley Martin Kilgore",1893,58,1893,NA,TRUE,"WV",0
83,"Harley Martin Kilgore",1893,60,1893,NA,TRUE,"WV",0
84,"Harley Martin Kilgore",1893,62,1893,NA,TRUE,"WV",0
91,"Harold Everett Hughes",1922,46.9,1922,NA,FALSE,"IA",0
92,"Harold Everett Hughes",1922,48.9,1922,NA,TRUE,"IA",0
93,"Harold Everett Hughes",1922,50.9,1922,NA,TRUE,"IA",0
102,"Harris Wofford",1926,64.7,1926,NA,FALSE,"PA",0
103,"Harris Wofford",1926,66.7,1926,NA,TRUE,"PA",0
86,"Harrison Arlington Williams",1919,39.1,1919,"Jr.",FALSE,"NJ",1
87,"Harrison Arlington Williams",1919,41.1,1919,"Jr.",TRUE,"NJ",1
88,"Harrison Arlington Williams",1919,43.1,1919,"Jr.",TRUE,"NJ",1
89,"Harrison Arlington Williams",1919,45.1,1919,"Jr.",TRUE,"NJ",1
90,"Harrison Arlington Williams",1919,47.1,1919,"Jr.",TRUE,"NJ",1
91,"Harrison Arlington Williams",1919,49.1,1919,"Jr.",TRUE,"NJ",1
92,"Harrison Arlington Williams",1919,51.1,1919,"Jr.",TRUE,"NJ",1
93,"Harrison Arlington Williams",1919,53.1,1919,"Jr.",TRUE,"NJ",1
94,"Harrison Arlington Williams",1919,55.1,1919,"Jr.",TRUE,"NJ",1
95,"Harrison Arlington Williams",1919,57.1,1919,"Jr.",TRUE,"NJ",1
96,"Harrison Arlington Williams",1919,59.1,1919,"Jr.",TRUE,"NJ",1
97,"Harrison Arlington Williams",1919,61.1,1919,"Jr.",TRUE,"NJ",1
95,"Harrison Hagan Schmitt",1935,41.5,1935,NA,FALSE,"NM",0
96,"Harrison Hagan Schmitt",1935,43.5,1935,NA,TRUE,"NM",0
97,"Harrison Hagan Schmitt",1935,45.5,1935,NA,TRUE,"NM",0
81,"Harry Darby",1895,53.9,1895,NA,FALSE,"KS",0
80,"Harry Flood Byrd",1887,59.6,1887,NA,TRUE,"VA",0
81,"Harry Flood Byrd",1887,61.6,1887,NA,TRUE,"VA",0
82,"Harry Flood Byrd",1887,63.6,1887,NA,TRUE,"VA",0
83,"Harry Flood Byrd",1887,65.6,1887,NA,TRUE,"VA",0
84,"Harry Flood Byrd",1887,67.6,1887,NA,TRUE,"VA",0
85,"Harry Flood Byrd",1887,69.6,1887,NA,TRUE,"VA",0
86,"Harry Flood Byrd",1887,71.6,1887,NA,TRUE,"VA",0
87,"Harry Flood Byrd",1887,73.6,1887,NA,TRUE,"VA",0
88,"Harry Flood Byrd",1887,75.6,1887,NA,TRUE,"VA",0
89,"Harry Flood Byrd",1887,77.6,1887,NA,TRUE,"VA",0
89,"Harry Flood Byrd",1914,50,1914,"Jr.",FALSE,"VA",1
90,"Harry Flood Byrd",1914,52.1,1914,"Jr.",TRUE,"VA",1
91,"Harry Flood Byrd",1914,54,1914,"Jr.",TRUE,"VA",1
92,"Harry Flood Byrd",1914,56.1,1914,"Jr.",TRUE,"VA",1
93,"Harry Flood Byrd",1914,58,1914,"Jr.",TRUE,"VA",1
94,"Harry Flood Byrd",1914,60.1,1914,"Jr.",TRUE,"VA",1
95,"Harry Flood Byrd",1914,62,1914,"Jr.",TRUE,"VA",1
96,"Harry Flood Byrd",1914,64.1,1914,"Jr.",TRUE,"VA",1
97,"Harry Flood Byrd",1914,66,1914,"Jr.",TRUE,"VA",1
100,"Harry M. Reid",1939,47.1,1939,NA,TRUE,"NV",0
101,"Harry M. Reid",1939,49.1,1939,NA,TRUE,"NV",0
102,"Harry M. Reid",1939,51.1,1939,NA,TRUE,"NV",0
103,"Harry M. Reid",1939,53.1,1939,NA,TRUE,"NV",0
104,"Harry M. Reid",1939,55.1,1939,NA,TRUE,"NV",0
105,"Harry M. Reid",1939,57.1,1939,NA,TRUE,"NV",0
106,"Harry M. Reid",1939,59.1,1939,NA,TRUE,"NV",0
107,"Harry M. Reid",1939,61.1,1939,NA,TRUE,"NV",0
108,"Harry M. Reid",1939,63.1,1939,NA,TRUE,"NV",0
109,"Harry M. Reid",1939,65.1,1939,NA,TRUE,"NV",0
110,"Harry M. Reid",1939,67.1,1939,NA,TRUE,"NV",0
111,"Harry M. Reid",1939,69.1,1939,NA,TRUE,"NV",0
112,"Harry M. Reid",1939,71.1,1939,NA,TRUE,"NV",0
113,"Harry M. Reid",1939,73.1,1939,NA,TRUE,"NV",0
80,"Harry Pulliam Cain",1906,41,1906,NA,FALSE,"WA",0
81,"Harry Pulliam Cain",1906,43,1906,NA,TRUE,"WA",0
82,"Harry Pulliam Cain",1906,45,1906,NA,TRUE,"WA",0
83,"Hazel Hempel Abel",1888,64.5,1888,NA,FALSE,"NE",0
113,"Heidi Heitkamp",1955,57.2,1955,NA,FALSE,"ND",0
80,"Henry Cabot Lodge",1902,44.5,1902,"Jr.",FALSE,"MA",1
81,"Henry Cabot Lodge",1902,46.5,1902,"Jr.",TRUE,"MA",1
82,"Henry Cabot Lodge",1902,48.5,1902,"Jr.",TRUE,"MA",1
80,"Henry Clarence Dworshak",1894,52.3,1894,NA,TRUE,"ID",0
81,"Henry Clarence Dworshak",1894,54.3,1894,NA,TRUE,"ID",0
82,"Henry Clarence Dworshak",1894,56.3,1894,NA,TRUE,"ID",0
83,"Henry Clarence Dworshak",1894,58.3,1894,NA,TRUE,"ID",0
84,"Henry Clarence Dworshak",1894,60.4,1894,NA,TRUE,"ID",0
85,"Henry Clarence Dworshak",1894,62.3,1894,NA,TRUE,"ID",0
86,"Henry Clarence Dworshak",1894,64.4,1894,NA,TRUE,"ID",0
87,"Henry Clarence Dworshak",1894,66.3,1894,NA,TRUE,"ID",0
95,"Henry John Heinz",1938,38.2,1938,"III",TRUE,"PA",1
96,"Henry John Heinz",1938,40.2,1938,"III",TRUE,"PA",1
97,"Henry John Heinz",1938,42.2,1938,"III",TRUE,"PA",1
98,"Henry John Heinz",1938,44.2,1938,"III",TRUE,"PA",1
99,"Henry John Heinz",1938,46.2,1938,"III",TRUE,"PA",1
100,"Henry John Heinz",1938,48.2,1938,"III",TRUE,"PA",1
101,"Henry John Heinz",1938,50.2,1938,"III",TRUE,"PA",1
102,"Henry John Heinz",1938,52.2,1938,"III",TRUE,"PA",1
91,"Henry Louis Bellmon",1921,47.3,1921,NA,FALSE,"OK",0
92,"Henry Louis Bellmon",1921,49.4,1921,NA,TRUE,"OK",0
93,"Henry Louis Bellmon",1921,51.3,1921,NA,TRUE,"OK",0
94,"Henry Louis Bellmon",1921,53.4,1921,NA,TRUE,"OK",0
95,"Henry Louis Bellmon",1921,55.3,1921,NA,TRUE,"OK",0
96,"Henry Louis Bellmon",1921,57.4,1921,NA,TRUE,"OK",0
83,"Henry Martin Jackson",1912,40.6,1912,NA,TRUE,"WA",0
84,"Henry Martin Jackson",1912,42.6,1912,NA,TRUE,"WA",0
85,"Henry Martin Jackson",1912,44.6,1912,NA,TRUE,"WA",0
